ens_gene	PREP0095_RHuan11781A_A02v1_9_RH_973_S1	PREP0095_RHuan11781A_B02v1_10_RH_1018_S2	PREP0095_RHuan11781A_C02v1_11_RH_1024_S3	PREP0095_RHuan11781A_D02v1_12_RH_1028_S4	PREP0095_RHuan11781A_E02v1_13_RH_1053_S5
ENSG00000000003	61.3874935308641	42.8263884777724	36.6379982831886	34.1991284895839	44.6113331377681
ENSG00000000005	2.38405430424398	0.429002915823029	0	1.69657494839945	0.460487025524242
ENSG00000000419	89.9411759302501	64.6330497846159	85.7172698413094	55.0058746090263	61.9712082328245
ENSG00000000457	2.57028291735893	5.68584815234587	4.78828256283107	3.7613402795513	6.85440278675731
ENSG00000000460	23.6265905308842	22.8369559733833	19.0816057632825	21.9313348032126	24.1484388359449
ENSG00000000938	0	0	0	0	0.0231524019975005
ENSG00000000971	0.614911707979898	0	0.176379271784198	0.0136430315479665	0
ENSG00000001036	0	12.3083544780238	5.50224535832473	14.8862407569186	5.24497737502479
ENSG00000001084	43.0817694800362	33.2523392513094	74.0691553499209	45.509975187878	48.2451627330387
ENSG00000001167	16.058623146117	17.9662345651693	24.2353371593875	13.9304325429059	12.7787464525891
ENSG00000001460	12.2081463121569	6.25676188633437	5.3080297021661	7.5782208883649	7.97895676807409
ENSG00000001461	6.17252991720886	2.25420569391723	2.71643974146501	6.19687621056006	5.06400759791595
ENSG00000001497	51.0350864770479	56.5949884625756	51.6109828022389	53.8005146121254	58.0316937622991
ENSG00000001561	1.42165546454294	0.42660140700615	0.876885831388503	1.02051155437592	0.636609744412981
ENSG00000001617	41.0895500398101	24.3426244707625	31.4436721009562	26.8145739274871	20.3397518163425
ENSG00000001626	12.9265730767889	1.45877589130338	0.247503180041504	1.18329373269944	2.95926291848712
ENSG00000001629	29.0705014253866	27.3049231756166	29.4051208318525	22.066459503426	32.7894709416189
ENSG00000001630	145.922829895654	101.527602005625	129.229124401497	116.186903583137	105.551872823204
ENSG00000001631	28.5884439699502	29.6455012537561	28.3893390007659	26.3890043087427	31.748655894293
ENSG00000002016	20.1538439403644	16.9029337857324	8.73767892268872	12.7307245904782	18.6095168132541
ENSG00000002079	0	0.00872878262688898	0	0.132640802557661	0.0374687756924711
ENSG00000002330	33.754450824492	32.3648453028744	25.4034955551611	41.278011265423	32.0872620593395
ENSG00000002549	61.0644155358373	45.6740392830871	47.6403397643876	45.7662126180785	50.3584233187143
ENSG00000002586	34.8295753251729	67.8941390851562	48.3956368733072	68.311326125045	61.0113600991648
ENSG00000002587	13.312994934641	8.71954393606738	22.0989858078211	15.6596421594185	10.8581486820557
ENSG00000002726	0.753592250884641	0.518165003753352	0	0.505280288439547	0.751012391258168
ENSG00000002745	0	0	0	0.0450980324289174	0.157365213420996
ENSG00000002746	4.87746105406849	1.75882690341768	6.82186503735321	6.6629175104927	1.64247604332673
ENSG00000002822	26.7161839270017	23.6357569214593	25.3565487325531	39.4793993350344	27.3026182026327
ENSG00000002834	167.928817476227	206.086489325955	192.153062113504	179.097428435727	216.908797089535
ENSG00000002919	25.9998173370323	19.3830176782094	14.5137293016928	15.9552581161837	13.0609543007005
ENSG00000002933	0	0	0	0	0.740222420478798
ENSG00000003056	104.237524022054	111.752380191855	105.533842695091	109.63730677568	102.602259720312
ENSG00000003096	1.52304019813105	0.0905223457625471	0.368126875289298	1.01144438101865	0
ENSG00000003137	1.62407528329412	1.5377378597514	0.0452686220869571	0.254116663541049	2.70413063829905
ENSG00000003147	11.4810778533094	5.14063542253346	13.5428585002124	6.63043177475959	9.04516328834436
ENSG00000003249	7.10689624507808	8.48354285525838	1.79660143239331	1.95824288335756	7.73444977264103
ENSG00000003393	25.4951483569413	39.8204398800992	35.5822434859683	40.5320948097489	37.6721463720577
ENSG00000003400	10.1877413145859	6.33347930191648	13.8909906476713	2.14561367684621	8.07759361712489
ENSG00000003402	43.0510420395019	37.318451511135	48.8336539635015	60.8716158695921	53.6262249803577
ENSG00000003436	20.6790301745258	30.0520384238073	31.7028470115815	36.0179496806702	26.1346206052866
ENSG00000003509	28.748109080466	23.9007100561564	38.3194605071489	23.8236640011137	24.863086101359
ENSG00000003756	146.019268040559	109.687106928595	96.4473290353683	115.010807415587	132.148236126494
ENSG00000003987	1.11322955345851	1.45503615611436	0.495065577398699	1.12288705233683	0.804862201206046
ENSG00000003989	3.78893787705652	1.87200506386192	6.64291216822162	3.30002807739223	2.67847060816742
ENSG00000004059	109.490188699984	102.697554546614	76.9100856524506	86.015835178307	101.24785890647
ENSG00000004139	4.78926574515078	3.59355756657211	3.26966102017376	3.62199680996697	5.75672291154513
ENSG00000004142	79.7008689426283	98.369760181005	81.0118673192054	89.0862989540886	85.3205055999949
ENSG00000004399	34.0899645485314	106.83727787947	92.1196712529293	146.550154019504	72.353935833699
ENSG00000004455	88.2499143085323	68.178342135278	78.1697167236681	78.4545643108739	79.2596765088813
ENSG00000004468	0.194089275148409	0.127800737906802	0.571119555199927	0.0960318915756138	0.00784113969871866
ENSG00000004478	176.232353379465	171.235023951541	176.654789479837	152.745157135785	138.381387642651
ENSG00000004487	175.811192852601	184.388598980468	146.65437450452	153.639005834051	160.925337008118
ENSG00000004534	69.7743754597508	62.3277987044424	69.314409077302	73.0497110019716	70.4980707334301
ENSG00000004660	1.659057358021	1.1464679222533	1.51754805364639	2.81454354833825	1.13874173927706
ENSG00000004700	49.0492324643134	39.2326384287932	21.5838977021049	30.3454884683213	37.067374947365
ENSG00000004766	16.7780527153666	10.6175471148808	12.7980807203967	4.27521748644844	8.71097047892422
ENSG00000004776	1.64879011119149	0.772921736399695	0.0684673966158141	3.28117803824387	2.00939588514825
ENSG00000004777	19.6997508622061	17.5409677884598	16.1236697136883	16.7987796178175	13.0841781032477
ENSG00000004779	208.326153946288	248.713090011989	203.424846892255	197.473289059041	206.515727770435
ENSG00000004799	0.891681911654086	1.32844810030587	0.967121298609145	0.149727788761267	0.707454900070085
ENSG00000004809	0.202618286687184	0.22120215357961	0.457756599759447	0.0614697958307147	0
ENSG00000004838	0	0.167704125631624	0	0.416652295815878	0.0535832937717373
ENSG00000004846	0.391076111116395	0.0284741101883139	0.0337983696008173	0.192754221010099	0.298443200987154
ENSG00000004848	0.0125240461333977	0	0	0.103181029002855	0
ENSG00000004864	137.040416771533	118.981746607493	98.9008902912118	132.505977974523	137.028595625158
ENSG00000004866	13.3120482140136	14.8018493469655	7.32185490980395	8.30008712777013	13.3990129540858
ENSG00000004897	100.692342827373	58.5733622839084	67.0169741926402	63.4361854762136	79.8763455278276
ENSG00000004939	0	0.748477797677311	0	0	0
ENSG00000004948	20.095639782267	6.12324756238185	11.3179406492637	13.4429509183886	9.43568343978946
ENSG00000004961	35.2379595819654	32.7309538385454	39.8858104758689	33.5499458718168	35.4028460322284
ENSG00000004975	21.137994712002	20.1757418793715	22.5799510530028	30.1624423633042	37.6799381345787
ENSG00000005001	0	0.450495925317878	6.97781489674579	1.71415127987483	3.3648613424398
ENSG00000005007	44.8293815050911	63.6726535574025	61.7997291832499	61.0847219929658	65.5379969927158
ENSG00000005020	8.76486242201598	5.09487513370106	0.913429897034834	7.09102853492332	8.9205170868512
ENSG00000005022	301.101077633805	441.704214145022	330.831831975587	307.938029506736	396.192833220071
ENSG00000005059	4.92066926106602	7.68116498993716	12.2930717238145	4.6128384688806	5.34095759296777
ENSG00000005073	0	2.13631672205511	0	0.0239260834285399	2.93915615404411
ENSG00000005075	43.4357049518348	58.1374821853387	64.4131117906626	59.0338018060969	70.4889586450957
ENSG00000005100	37.1546020116545	43.7189736416333	53.0672219161251	47.4604338060934	48.5599335926851
ENSG00000005102	0	0.216251500741851	0	0.0936110204349778	0.310186377706642
ENSG00000005108	2.99973876374	0.754419812843194	2.07017601562898	3.06459349243568	0.632115824765488
ENSG00000005156	52.430541809443	84.9389501660572	141.139062146093	64.5737602492539	78.1703733466675
